Event	ID	Name			Wwise Object Path	Notes
	6483615	Play_MUSC_GLOBAL_SWITCH			\MUSC_Event\Play_MUSC_GLOBAL_SWITCH	
	1244124042	Stop_MUSC_Transition			\MUSC_Event\Stop_MUSC_Transition	
	1301010599	Stop_MAIN_MENU_MUSIQUE			\MUSC_Event\Stop_MAIN_MENU_MUSIQUE	
	3315268937	Play_MAIN_MENU_MUSIQUE			\MUSC_Event\Play_MAIN_MENU_MUSIQUE	
	3658594925	Stop_MUSC_GLOBAL_SWITCH			\MUSC_Event\Stop_MUSC_GLOBAL_SWITCH	
	3964698704	Play_MUSC_Transition			\MUSC_Event\Play_MUSC_Transition	

Switch Group	ID	Name			Wwise Object Path	Notes
	4276095236	Musc_Global_Switch			\Default Work Unit\Musc_Global_Switch	

Switch	ID	Name	Switch Group			Notes
	3220119664	CR_A2	Musc_Global_Switch			
	3220119667	CR_A1	Musc_Global_Switch			
	3307480612	FD_A1	Musc_Global_Switch			
	3307480615	FD_A2	Musc_Global_Switch			

Game Parameter	ID	Name			Wwise Object Path	Notes
	82071987	GP_MUSC_SpeedRead			\GP_MUSC\GP_MUSC_SpeedRead	
	1716289499	GP_LM_toMusic			\GP_LM\GP_LM_toMusic	
	1886390058	GP_MUSC_SWITCH			\GP_MUSC\GP_MUSC_SWITCH	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	36775885	SNF_FD_A2_160_Chorus1&2_Bass_V1	C:\Users\ELE64f86f76a9fac\Desktop\SNF\Wwise_Project\SNF_Wwise\.cache\Linux\SFX\SNF_FD_A2_160_Chorus1&2_Bass_V1_D8A0D580.wem		\Interactive Music Hierarchy\Default Work Unit\Musique\MUSC_GLOBAL_SWITCH\FD_A2\CHORUS_1\SNF_FD_A2_160_Chorus1&2_Bass_V1		238943
	37990223	SNF_FD_A2_160_Intro_Bass_V1	C:\Users\ELE64f86f76a9fac\Desktop\SNF\Wwise_Project\SNF_Wwise\.cache\Linux\SFX\SNF_FD_A2_160_Intro_Bass_V1_D8A0D580.wem		\Interactive Music Hierarchy\Default Work Unit\Musique\MUSC_GLOBAL_SWITCH\FD_A2\INTRO\SNF_FD_A2_160_Intro_Bass_V1		52010
	44962298	SNF_CR_A2_150_Interlude_Piano_V1	C:\Users\ELE64f86f76a9fac\Desktop\SNF\Wwise_Project\SNF_Wwise\.cache\Linux\SFX\SNF_CR_A2_150_Interlude_Piano_V1_D8A0D580.wem		\Interactive Music Hierarchy\Default Work Unit\Musique\MUSC_GLOBAL_SWITCH\CR_A2\INTERLUDE\SNF_CR_A2_150_Interlude_Piano_V1		369689
	52317261	SNF_CR_A1_120_Verse_Bass_V1	C:\Users\ELE64f86f76a9fac\Desktop\SNF\Wwise_Project\SNF_Wwise\.cache\Linux\SFX\SNF_CR_A1_120_Verse_Bass_V1_D8A0D580.wem		\Interactive Music Hierarchy\Default Work Unit\Musique\MUSC_GLOBAL_SWITCH\CR_A1\VERSE_1\SNF_CR_A1_120_Verse_Bass_V1		305448
	68233791	SNF_CR_A2_150_FinalRefrain_Choir2Lyrics_V1	C:\Users\ELE64f86f76a9fac\Desktop\SNF\Wwise_Project\SNF_Wwise\.cache\Linux\SFX\SNF_CR_A2_150_FinalRefrain_Choir2Lyrics_V1_D8A0D580.wem		\Interactive Music Hierarchy\Default Work Unit\Musique\MUSC_GLOBAL_SWITCH\CR_A2\FINAL_CHORUS\SNF_CR_A2_150_FinalRefrain_Choir2Lyrics_V1		484244
	74534067	SNF_CR_A2_150_Interlude_Effects1_V1	C:\Users\ELE64f86f76a9fac\Desktop\SNF\Wwise_Project\SNF_Wwise\.cache\Linux\SFX\SNF_CR_A2_150_Interlude_Effects1_V1_D8A0D580.wem		\Interactive Music Hierarchy\Default Work Unit\Musique\MUSC_GLOBAL_SWITCH\CR_A2\INTERLUDE\SNF_CR_A2_150_Interlude_Effects1_V1		246421
	75686867	SNF_CR_A2_150_Refrain_Cymbals_V1	C:\Users\ELE64f86f76a9fac\Desktop\SNF\Wwise_Project\SNF_Wwise\.cache\Linux\SFX\SNF_CR_A2_150_Refrain_Cymbals_V1_D8A0D580.wem		\Interactive Music Hierarchy\Default Work Unit\Musique\MUSC_GLOBAL_SWITCH\CR_A2\CHORUS\SNF_CR_A2_150_Refrain_Cymbals_V1		457773
	81697048	SNF_FD_A2_160_Chorus1&2_Chords_V1	C:\Users\ELE64f86f76a9fac\Desktop\SNF\Wwise_Project\SNF_Wwise\.cache\Linux\SFX\SNF_FD_A2_160_Chorus1&2_Chords_V1_D8A0D580.wem		\Interactive Music Hierarchy\Default Work Unit\Musique\MUSC_GLOBAL_SWITCH\FD_A2\CHORUS_2\SNF_FD_A2_160_Chorus1&2_Chords_V1		320847
	89678060	SNF_CR_A2_150_Refrain_LyricsChoir2_V1	C:\Users\ELE64f86f76a9fac\Desktop\SNF\Wwise_Project\SNF_Wwise\.cache\Linux\SFX\SNF_CR_A2_150_Refrain_LyricsChoir2_V1_D8A0D580.wem		\Interactive Music Hierarchy\Default Work Unit\Musique\MUSC_GLOBAL_SWITCH\CR_A2\CHORUS\SNF_CR_A2_150_Refrain_LyricsChoir2_V1		255440
	92154457	SNF_CR_A2_150_Bridge_HiHat_V1	C:\Users\ELE64f86f76a9fac\Desktop\SNF\Wwise_Project\SNF_Wwise\.cache\Linux\SFX\SNF_CR_A2_150_Bridge_HiHat_V1_D8A0D580.wem		\Interactive Music Hierarchy\Default Work Unit\Musique\MUSC_GLOBAL_SWITCH\CR_A2\BRIDGE\SNF_CR_A2_150_Bridge_HiHat_V1		213041
